role,login_hour,failed_logins,files_accessed,sensitive_files_accessed,usb_insertions,external_email_count,vpn_usage,working_hours_violation,anomaly_score,insider_threat
2,10,1,11,1,0,2,1,0,0.031,0
0,9,0,16,2,0,1,0,0,0.265,0
0,3,1,14,1,1,3,0,0,0.065,0
0,9,1,14,0,0,3,1,0,0.867,0
2,17,2,14,1,2,0,0,0,0.407,0
2,9,1,17,2,0,3,1,0,0.277,0
2,4,1,17,2,0,2,0,0,0.071,0
1,8,0,18,2,0,3,0,0,0.481,1
2,15,4,22,2,0,3,0,0,0.507,0
0,4,2,11,1,0,1,0,0,0.951,0
2,7,0,17,2,0,3,1,0,0.807,1
3,16,2,25,1,0,3,0,0,0.547,1
1,9,1,13,0,1,2,1,0,0.061,0
3,3,2,16,0,0,2,1,0,0.978,0
2,2,3,13,1,0,0,0,0,0.852,0
2,17,2,18,0,0,0,1,0,0.311,0
2,2,0,7,1,0,3,1,1,0.676,1
2,7,0,9,0,0,3,0,0,0.753,0
2,4,0,11,0,1,2,0,0,0.918,0
2,8,0,26,0,1,1,0,0,0.539,1
1,12,1,13,1,0,1,0,1,0.85,0
3,23,1,13,1,0,2,1,0,0.622,0
2,0,2,20,0,2,1,1,0,0.044,0
2,15,1,7,1,0,4,0,1,0.857,0
2,7,1,14,0,0,1,0,0,0.619,0
2,1,1,18,3,0,4,0,0,0.436,1
0,3,1,10,2,0,1,0,0,0.077,0
2,8,0,12,0,1,2,0,1,0.287,0
2,10,0,14,0,1,3,0,1,0.043,0
2,6,1,15,0,1,1,0,1,0.753,0
0,8,1,11,2,0,4,0,0,0.56,0
2,19,1,14,1,0,2,0,0,0.784,0
2,8,0,19,1,0,0,0,0,0.615,0
3,20,1,18,2,1,4,0,0,0.609,0
2,6,1,19,0,1,1,0,0,0.743,0
2,16,0,15,1,0,3,1,1,0.14,0
2,10,1,14,0,0,5,1,0,0.155,0
0,8,1,19,1,3,2,1,1,0.967,0
2,10,1,21,1,2,4,0,0,0.62,0
1,17,2,12,1,0,2,0,0,0.958,0
3,3,1,6,0,1,4,1,1,0.092,0
2,19,1,11,1,0,1,1,0,0.264,0
2,9,2,19,0,0,0,1,0,0.501,0
3,0,1,10,1,1,0,0,0,0.95,0
2,19,1,12,0,1,2,1,0,0.737,0
2,23,1,16,0,0,1,0,0,0.794,0
3,15,0,12,1,1,3,1,0,0.597,0
2,14,5,18,1,0,4,0,0,0.383,0
3,6,2,15,1,0,0,1,0,0.296,1
2,6,1,24,0,0,3,1,1,0.017,0
1,23,0,15,0,0,2,0,0,0.177,0
2,20,0,14,1,1,1,0,0,0.613,0
2,11,1,15,0,0,3,1,0,0.767,1
3,16,0,22,0,1,4,0,0,0.671,0
1,17,1,17,0,1,0,0,0,0.113,0
2,19,1,17,0,0,1,0,0,0.138,0
2,15,0,25,1,0,2,0,0,0.094,0
3,19,2,22,1,0,2,1,0,0.799,0
2,6,1,13,1,0,2,0,0,0.031,0
2,16,0,14,0,1,0,0,0,0.523,0
3,10,2,15,1,0,1,1,1,0.306,1
3,6,1,13,0,0,3,0,0,0.932,0
2,21,1,19,2,0,3,1,0,0.395,0
1,6,0,13,2,0,2,0,0,0.337,0
1,15,0,19,0,0,1,0,1,0.655,0
2,15,2,19,0,1,0,1,0,0.133,0
3,9,1,11,0,1,2,0,0,0.919,0
2,22,0,11,1,1,2,0,0,0.484,0
2,16,3,11,0,0,3,0,0,0.564,0
2,10,1,17,1,0,0,0,0,0.388,1
2,21,0,13,0,0,4,1,0,0.964,0
3,18,2,15,0,0,1,0,0,0.328,0
3,9,0,18,2,1,0,0,0,0.383,0
2,11,2,18,2,0,2,1,1,0.329,0
2,7,0,15,1,0,2,0,0,0.425,0
2,1,0,19,2,2,3,0,0,0.384,0
2,0,1,21,0,0,5,1,0,0.954,1
2,22,2,17,1,0,2,0,0,0.198,0
2,11,1,18,1,0,2,1,1,0.429,0
3,23,3,19,0,2,1,0,1,0.144,0
1,14,2,19,0,1,1,0,1,0.921,0
2,1,0,15,0,0,2,0,0,0.702,1
2,20,1,9,0,0,1,0,0,0.939,0
2,21,2,14,0,1,3,0,0,0.026,1
0,0,2,17,1,1,2,0,0,0.316,0
2,8,2,12,1,1,5,0,0,0.738,0
2,20,1,13,0,0,0,1,0,0.678,0
2,10,1,19,0,0,1,0,0,0.515,0
2,10,2,14,1,2,0,1,0,0.631,0
2,2,1,13,0,0,1,0,0,0.829,0
3,10,2,15,0,2,1,0,0,0.392,0
2,4,1,9,1,1,1,0,1,0.921,1
2,20,3,13,0,0,2,0,0,0.84,1
0,13,3,13,1,1,3,0,0,0.359,0
0,9,0,17,0,0,2,0,0,0.909,0
2,18,2,6,1,0,1,0,1,0.611,0
3,0,1,19,0,2,2,1,0,0.391,0
2,9,1,15,2,0,2,0,0,0.887,0
1,4,2,18,1,0,2,1,1,0.389,0
2,11,1,14,0,2,0,0,0,0.916,0
2,5,1,18,1,0,2,0,0,0.842,0
2,13,3,14,1,0,0,1,0,0.757,0
0,22,1,20,1,0,3,0,1,0.527,0
1,23,5,11,0,1,2,0,0,0.407,0
2,16,0,15,1,0,3,0,0,0.268,0
3,18,3,19,1,0,2,1,1,0.817,1
2,19,1,18,0,0,1,0,1,0.065,0
2,20,0,12,0,1,3,1,0,0.568,0
2,4,0,14,0,0,1,0,1,0.213,0
2,1,2,15,2,0,2,0,0,0.782,0
2,6,0,21,0,1,2,0,0,0.627,0
2,23,2,20,3,2,1,0,1,0.892,0
2,6,1,10,0,0,2,0,0,0.74,0
2,0,2,18,1,0,2,0,0,0.114,0
1,17,1,10,0,1,2,1,0,0.426,0
0,2,0,14,2,2,2,0,0,0.057,0
2,20,1,16,0,2,3,1,0,0.934,1
2,13,1,15,1,0,1,0,0,0.889,0
3,22,1,15,1,0,3,0,0,0.636,0
3,12,1,14,1,2,1,1,0,0.814,1
2,21,2,11,2,0,3,0,0,0.157,0
2,15,0,19,0,1,2,1,1,0.312,0
0,19,0,13,1,0,0,0,0,0.077,0
2,6,2,16,1,0,0,1,1,0.861,0
2,15,0,18,1,1,1,0,0,0.706,0
3,3,1,16,2,1,1,1,1,0.216,0
2,22,1,9,1,1,2,0,1,0.632,0
2,16,5,17,1,1,3,0,0,0.642,0
2,3,0,9,0,1,1,1,1,0.193,0
2,15,0,17,1,1,1,0,0,0.309,1
1,21,0,13,1,0,2,1,0,0.21,0
2,18,0,15,1,1,1,1,0,0.739,0
0,22,1,12,2,1,1,0,0,0.072,0
3,21,1,14,2,1,3,0,0,0.946,0
2,16,1,17,1,0,4,0,0,0.243,0
0,0,1,16,2,2,7,0,0,0.14,0
2,21,0,15,0,0,5,0,0,0.497,1
2,12,0,14,0,1,1,0,0,0.213,0
2,7,3,14,0,3,1,0,0,0.065,0
2,12,0,10,3,0,5,0,0,0.858,0
0,11,0,17,1,1,1,0,0,0.925,0
1,6,3,12,1,0,5,0,0,0.616,1
2,23,1,11,0,0,2,0,0,0.26,1
2,1,3,15,0,1,2,0,0,0.473,0
2,4,2,9,1,0,1,0,1,0.242,0
2,23,2,19,1,0,2,1,0,0.423,0
2,18,2,16,1,0,0,1,0,0.544,0
2,8,2,12,1,0,1,1,0,0.144,0
2,7,0,16,0,1,3,0,0,0.56,0
2,8,0,13,1,1,4,0,0,0.903,0
2,9,1,18,1,0,1,0,0,0.162,0
2,3,3,11,1,1,1,0,0,0.285,0
2,5,1,15,0,2,3,0,1,0.656,1
2,10,3,17,0,1,2,0,0,0.958,0
3,22,0,19,0,2,3,0,1,0.438,0
3,12,2,9,1,0,1,1,0,0.715,0
2,13,2,9,0,0,0,1,0,0.547,1
2,19,0,17,1,1,0,0,0,0.058,0
2,2,2,15,1,1,0,0,0,0.001,1
0,0,0,12,0,1,2,0,1,0.604,0
2,22,1,14,0,1,1,0,0,0.159,1
2,3,0,15,0,0,2,1,1,0.177,1
2,15,2,12,1,1,2,1,0,0.824,0
2,1,1,11,0,1,1,1,1,0.578,0
1,23,0,11,0,0,2,0,0,0.53,1
1,4,2,10,0,2,2,1,0,0.361,1
2,8,1,13,2,0,3,0,0,0.297,0
2,15,0,7,2,1,2,0,0,0.635,0
2,20,2,21,1,0,2,0,0,0.243,1
3,11,1,7,0,0,1,0,1,0.879,0
2,9,3,18,1,0,2,1,0,0.411,0
1,17,4,14,1,2,4,1,0,0.534,0
2,15,2,11,1,0,3,0,1,0.207,1
2,20,3,18,0,0,1,0,0,0.752,0
2,5,1,12,0,1,3,0,1,0.61,0
3,3,0,13,1,0,0,1,0,0.363,0
1,15,0,14,0,0,3,0,1,0.51,1
2,4,0,18,0,1,2,0,0,0.158,0
2,13,0,16,0,1,1,0,0,0.602,0
1,10,0,18,1,1,1,0,0,0.757,0
2,15,1,15,0,1,3,0,0,0.065,0
3,9,1,14,1,0,6,0,0,0.64,0
2,19,2,17,1,0,4,0,0,0.142,0
2,6,0,19,1,1,3,1,0,0.379,1
0,22,1,18,0,0,1,0,0,0.439,0
3,14,1,11,3,2,1,1,0,0.441,0
2,16,3,14,0,1,1,0,0,0.701,0
3,19,0,20,1,1,2,1,0,0.395,0
2,9,1,8,0,1,3,1,0,0.921,0
2,21,2,13,0,0,2,1,0,0.661,0
2,12,2,11,0,1,2,0,0,0.711,0
2,11,1,14,1,0,6,0,0,0.298,0
1,17,1,8,0,1,2,0,0,0.256,1
0,23,0,16,0,0,1,0,1,0.08,0
2,17,1,17,0,1,2,0,0,0.599,1
2,20,0,21,0,0,4,1,0,0.612,0
1,12,1,19,0,0,2,0,0,0.102,0
2,4,1,21,1,2,4,0,0,0.612,0
1,13,0,11,2,2,3,0,1,0.93,1
2,13,0,13,0,0,0,1,0,0.929,0
2,5,2,11,0,0,2,1,0,0.734,0
1,5,3,18,0,0,2,0,0,0.131,1
0,19,0,21,2,1,1,0,1,0.566,0
3,7,3,13,1,0,4,1,0,0.69,1
1,10,3,25,0,1,4,0,0,0.014,0
2,1,1,15,1,0,2,0,0,0.845,0
2,17,2,16,0,1,0,0,0,0.649,0
2,16,1,20,0,0,3,1,0,0.086,0
2,6,1,8,0,1,2,0,0,0.176,0
2,11,1,13,0,1,4,1,0,0.535,0
2,23,2,21,0,1,0,0,0,0.666,0
2,7,2,18,1,0,1,0,0,0.589,0
2,13,1,16,1,1,1,0,0,0.196,1
2,18,0,18,0,0,3,0,0,0.898,0
3,20,1,14,0,0,2,0,0,0.978,0
0,15,2,13,0,0,2,0,0,0.238,0
2,3,1,17,0,1,2,1,0,0.037,0
2,21,2,10,0,0,3,0,1,0.728,0
2,16,0,12,0,1,3,0,0,0.386,0
1,14,1,13,0,1,1,0,0,0.568,0
2,5,0,10,1,1,4,1,0,0.088,0
2,2,1,16,0,0,2,0,0,0.328,0
2,5,0,17,1,1,4,1,1,0.549,0
2,17,1,15,0,2,5,0,0,0.533,0
2,9,2,16,0,0,0,0,1,0.909,0
2,21,3,11,0,0,1,0,0,0.613,0
3,18,2,18,0,1,2,0,0,0.858,0
0,14,2,14,2,0,2,0,1,0.532,0
2,19,3,10,0,1,1,1,0,0.67,0
2,10,1,14,1,1,0,0,0,0.786,0
3,20,2,20,1,1,1,0,1,0.874,0
2,5,0,12,1,0,3,0,0,0.759,0
2,20,3,11,1,2,2,1,0,0.289,0
2,14,1,17,1,1,2,0,0,0.913,0
2,4,2,15,0,1,3,0,0,0.82,0
2,19,0,21,1,0,3,0,0,0.96,0
3,7,0,13,0,2,2,1,0,0.219,0
2,3,1,19,1,2,5,1,0,0.713,0
1,9,3,13,1,0,2,0,0,0.985,0
2,6,6,19,0,0,5,0,0,0.721,0
3,6,0,14,0,1,0,0,0,0.814,0
0,10,1,14,0,0,6,1,0,0.134,0
0,4,1,19,0,2,3,1,0,0.356,0
2,9,1,18,1,0,1,0,0,0.46,0
3,23,2,11,1,0,2,0,0,0.614,0
2,6,1,12,0,1,0,1,1,0.214,0
2,21,1,13,0,2,5,0,0,0.517,0
2,18,2,13,1,0,3,0,0,0.127,1
2,21,1,9,0,0,2,0,0,0.273,0
3,23,1,16,2,0,3,1,0,0.611,1
3,1,0,18,1,2,7,1,1,0.821,0
3,5,1,7,1,0,2,1,0,0.895,0
2,17,2,23,0,1,3,0,0,0.24,0
2,3,1,25,0,0,1,0,1,0.386,0
0,13,1,17,2,0,4,1,0,0.414,0
1,9,0,19,0,0,1,0,1,0.029,0
2,1,1,15,1,1,3,0,0,0.436,0
2,12,2,11,1,1,7,1,0,0.672,0
2,0,1,16,2,0,4,1,0,0.317,0
3,11,2,11,0,1,2,0,0,0.401,0
3,15,0,14,0,1,0,1,0,0.605,0
1,15,1,18,1,3,4,0,1,0.88,0
1,2,0,10,0,1,2,0,1,0.015,0
2,10,2,11,0,0,1,0,0,0.161,0
0,12,1,26,1,0,0,0,0,0.487,1
2,3,0,17,3,0,3,0,1,0.19,0
1,8,2,15,0,0,0,0,0,0.709,0
2,22,4,15,3,1,1,0,0,0.608,0
2,3,0,15,3,0,3,0,0,0.5,1
2,14,1,14,0,1,2,0,0,0.947,0
2,4,3,12,1,0,2,0,1,0.475,0
2,5,1,18,0,1,1,0,1,0.26,0
1,13,1,17,1,0,1,0,0,0.93,0
1,8,1,13,0,1,2,0,1,0.072,0
0,4,1,14,0,1,3,1,0,0.383,0
2,22,1,23,0,0,1,1,0,0.898,0
2,14,1,9,0,1,3,0,0,0.983,0
2,2,1,10,2,0,2,0,1,0.3,0
2,5,2,17,1,1,1,0,0,0.127,0
2,7,1,12,0,0,1,0,0,0.248,0
2,12,1,12,2,0,3,0,0,0.398,0
0,10,0,12,0,0,1,0,1,0.228,0
0,7,0,12,1,2,1,0,0,0.064,0
2,2,2,17,1,1,4,1,0,0.761,1
0,12,1,14,0,0,5,0,0,0.056,0
2,23,3,13,1,2,0,0,0,0.686,0
2,0,1,19,0,0,1,1,0,0.213,0
2,16,0,8,1,2,2,0,0,0.553,0
0,11,0,18,0,0,1,1,1,0.711,0
2,21,2,20,2,0,2,1,0,0.124,0
0,14,1,14,2,0,1,1,0,0.844,0
3,5,0,16,0,0,3,1,1,0.654,0
3,17,3,13,0,0,2,1,0,0.737,0
2,2,1,15,1,1,2,0,0,0.651,1
2,15,0,17,1,0,3,1,0,0.437,0
2,2,3,19,1,0,3,0,1,0.078,0
3,19,2,15,1,0,1,0,0,0.227,0
3,3,0,13,0,0,2,0,0,0.744,0
2,1,0,17,0,0,2,1,0,0.894,0
3,17,0,16,0,0,3,0,1,0.026,1
2,23,2,13,1,1,0,0,0,0.724,1
3,10,1,16,1,2,2,0,1,0.39,0
3,11,1,21,2,2,0,0,0,0.653,0
1,19,0,15,0,0,0,0,1,0.037,1
2,7,0,14,1,0,0,0,0,0.21,0
1,5,2,15,1,1,1,0,1,0.528,0
1,16,1,18,1,1,3,1,0,0.573,0
2,2,0,10,1,2,4,1,0,0.749,1
2,21,2,17,1,1,0,0,0,0.849,0
0,10,3,18,1,2,2,1,1,0.839,0
2,2,0,12,0,1,0,1,0,0.429,0
3,12,0,15,2,0,0,1,1,0.788,0
2,13,1,17,1,0,1,0,0,0.275,1
2,4,1,10,1,0,0,0,0,0.762,0
2,10,2,10,1,1,1,0,0,0.441,0
2,8,1,12,2,1,3,1,0,0.798,0
2,10,1,13,1,0,4,1,0,0.466,1
2,6,2,13,1,1,2,0,1,0.426,0
2,11,2,9,1,1,4,1,0,0.679,0
2,23,3,25,2,0,1,1,1,0.525,1
2,3,1,9,1,1,1,1,0,0.173,0
2,3,1,14,1,0,2,1,0,0.824,0
2,16,1,14,3,0,2,0,0,0.765,1
2,17,0,7,1,2,3,0,0,0.571,0
2,9,2,13,0,0,2,0,0,0.507,0
1,4,0,14,2,0,3,0,1,0.138,0
2,2,2,18,1,1,3,0,0,0.459,0
3,22,1,14,1,0,1,1,0,0.566,0
2,3,2,16,1,2,1,0,1,0.305,0
1,2,1,9,1,0,0,1,0,0.237,0
2,10,2,15,2,1,1,0,0,0.959,0
2,8,1,11,1,0,1,0,1,0.154,0
2,10,2,10,2,1,4,0,0,0.403,1
2,4,1,11,0,1,2,0,0,0.862,0
1,15,2,15,2,1,2,0,0,0.476,0
1,8,4,8,0,1,3,0,0,0.598,0
2,18,0,18,0,0,0,0,1,0.773,0
2,0,1,18,1,0,1,1,0,0.567,0
3,20,1,10,0,0,0,0,0,0.057,0
1,17,0,12,2,0,1,0,0,0.295,0
1,8,3,13,0,0,3,1,1,0.991,1
3,5,4,8,1,1,1,1,0,0.07,0
2,14,0,19,0,0,3,0,0,0.572,0
2,11,4,9,1,0,2,1,0,0.137,0
2,22,1,17,0,1,0,1,1,0.484,0
2,21,1,15,2,0,3,1,0,0.256,0
0,23,2,16,2,0,1,0,0,0.063,0
0,7,1,18,2,1,4,0,0,0.956,0
2,13,1,20,2,1,2,0,0,0.079,0
3,1,0,15,1,0,3,0,0,0.82,1
0,13,2,18,0,0,1,0,0,0.484,0
2,6,1,14,1,0,3,0,0,0.247,1
2,1,1,16,2,0,2,1,0,0.703,1
0,13,2,13,1,0,0,1,1,0.71,0
2,16,2,13,0,0,2,0,1,0.612,0
3,0,0,12,1,0,1,0,1,0.47,0
1,16,1,18,2,1,1,0,0,0.242,0
1,2,0,11,1,2,1,1,0,0.551,0
2,6,2,11,1,0,1,0,0,0.365,0
2,1,1,10,1,1,4,1,0,0.779,0
2,19,0,12,0,0,2,0,0,0.087,1
0,5,0,21,1,0,1,1,0,0.527,0
1,4,1,15,3,2,1,1,1,0.615,1
2,14,2,11,0,0,0,0,1,0.843,0
3,13,1,13,0,1,2,1,1,0.642,0
1,3,0,17,1,1,2,1,0,0.714,0
2,9,2,16,0,1,3,1,0,0.568,0
3,4,2,24,1,1,2,1,1,0.106,0
2,6,2,20,2,0,1,0,0,0.31,0
2,18,1,17,0,0,1,0,0,0.181,0
2,8,2,10,1,1,2,0,0,0.793,0
2,11,0,17,1,2,5,0,1,0.464,1
2,1,0,19,1,0,1,1,0,0.985,0
1,17,1,10,0,0,1,1,0,0.725,0
2,10,2,12,0,1,1,1,0,0.837,0
2,16,3,9,1,1,0,0,0,0.082,1
0,9,2,21,0,0,0,0,0,0.176,1
2,0,0,16,1,2,0,0,0,0.484,0
2,11,1,12,0,0,1,0,0,0.462,0
2,7,0,20,0,1,2,1,0,0.039,0
2,11,0,13,0,0,0,0,0,0.352,0
2,2,1,17,0,0,4,0,0,0.003,0
2,23,1,11,0,0,4,1,0,0.848,0
2,18,4,16,1,0,0,1,1,0.981,0
2,18,1,9,0,1,2,0,0,0.125,0
2,0,2,20,0,0,1,1,1,0.301,0
0,8,1,18,1,0,0,1,0,0.723,0
3,17,1,16,0,0,3,0,0,0.19,0
2,20,3,12,0,0,1,0,0,0.483,0
2,2,0,12,1,0,1,0,1,0.169,0
1,0,0,14,0,0,3,1,0,0.007,0
2,22,0,10,0,2,3,0,0,0.889,0
2,14,3,10,1,1,1,0,0,0.868,0
2,5,4,17,0,0,2,0,1,0.494,1
2,0,0,22,2,0,1,1,0,0.827,0
1,9,0,11,2,0,1,1,1,0.024,0
2,20,0,14,0,2,0,1,1,0.876,0
3,0,0,21,0,0,6,0,0,0.626,0
2,3,2,10,0,1,1,0,0,0.663,0
3,20,5,12,1,1,2,0,0,0.539,0
2,2,1,8,1,1,0,0,0,0.634,1
2,20,1,14,0,0,2,0,0,0.811,0
2,21,1,14,1,2,2,0,0,0.923,0
1,4,0,13,1,0,5,1,0,0.827,0
2,1,0,15,1,0,2,0,0,0.191,0
2,14,2,20,0,0,0,1,0,0.857,1
2,7,0,10,0,2,0,0,1,0.153,0
2,1,2,19,1,0,1,0,0,0.573,0
2,22,1,13,1,0,2,0,0,0.216,0
2,19,3,13,0,1,2,0,1,0.444,0
3,7,0,23,2,0,0,0,0,0.058,0
2,17,1,18,1,1,3,0,1,0.665,0
2,2,2,21,1,0,1,1,0,0.284,0
0,2,3,14,1,0,2,0,0,0.831,1
1,6,3,14,1,0,5,1,1,0.017,0
2,19,2,11,0,2,2,0,1,0.827,0
3,4,1,17,0,0,3,0,0,0.873,1
3,23,2,22,3,0,4,0,1,0.353,0
2,17,0,19,1,0,1,0,1,0.488,0
2,3,3,12,2,1,2,0,0,0.918,0
1,14,2,10,1,1,4,1,0,0.574,0
2,1,0,12,1,2,2,0,0,0.281,0
2,3,1,15,1,1,1,0,0,0.943,0
2,22,4,20,0,0,3,0,0,0.74,0
2,10,1,15,2,1,2,0,0,0.46,0
2,1,3,14,0,1,1,0,0,0.738,0
2,14,2,18,0,0,1,0,1,0.313,0
2,11,1,23,2,2,4,1,0,0.301,0
3,5,2,11,1,0,3,0,0,0.106,0
3,21,0,13,0,1,1,1,0,0.654,0
3,12,3,12,1,1,3,0,0,0.743,1
1,4,1,17,1,0,1,0,0,0.548,0
2,23,1,14,0,1,1,1,0,0.005,0
3,6,2,9,3,1,2,0,1,0.308,0
2,11,5,20,0,0,3,0,0,0.956,0
2,4,2,14,0,1,2,0,0,0.772,0
2,9,1,23,1,1,0,0,0,0.135,1
2,1,0,14,1,0,4,0,0,0.324,0
2,7,2,14,1,0,4,0,0,0.951,0
2,20,1,20,0,0,2,1,0,0.544,0
2,18,2,12,1,0,4,0,0,0.045,0
2,19,1,14,0,0,2,1,1,0.122,0
2,22,0,11,1,1,2,0,1,0.88,0
2,0,2,13,0,0,2,1,0,0.431,0
2,11,3,13,1,0,0,0,0,0.643,0
2,20,0,17,1,0,3,0,0,0.328,0
2,9,2,16,1,2,4,0,1,0.313,0
1,4,0,14,1,0,1,0,1,0.292,0
2,23,0,22,1,0,2,0,0,0.147,0
1,19,1,17,0,1,0,0,0,0.198,0
0,18,1,6,0,0,2,0,0,0.316,0
2,13,2,10,1,0,0,1,0,0.784,0
2,9,0,18,2,0,2,0,1,0.397,0
3,4,0,19,2,0,3,1,1,0.919,1
2,7,0,15,0,0,1,0,1,0.033,0
2,10,0,15,0,1,6,0,0,0.751,0
0,1,2,16,4,1,1,0,0,0.295,1
2,5,2,15,2,1,1,0,0,0.7,0
2,11,3,17,1,0,2,0,1,0.484,1
3,7,0,15,0,0,4,0,1,0.394,0
2,9,1,12,1,2,3,1,0,0.41,0
3,9,1,16,0,1,1,0,0,0.745,0
2,15,1,10,1,1,3,0,1,0.926,0
2,5,0,14,0,0,2,0,0,0.343,0
1,4,0,16,0,0,0,1,0,0.377,0
2,3,1,8,0,0,1,0,1,0.853,0
0,14,3,12,1,0,5,0,0,0.539,1
2,6,2,8,1,0,1,0,0,0.104,0
2,1,2,17,0,0,1,0,0,0.423,0
3,7,3,13,0,1,1,0,0,0.574,0
2,6,1,21,2,1,3,0,0,0.186,0
2,16,1,19,1,0,3,0,0,0.589,0
1,6,0,13,0,1,2,0,0,0.204,0
2,17,1,16,1,1,3,0,1,0.189,0
2,4,2,25,0,0,3,0,0,0.427,0
3,14,3,13,2,0,3,0,1,0.799,0
2,19,1,22,3,0,3,0,0,0.39,0
2,3,0,13,0,0,3,0,1,0.779,0
2,16,2,14,0,2,2,0,0,0.698,0
0,14,3,23,0,0,1,0,0,0.765,0
2,22,0,21,2,1,1,1,0,0.798,0
2,0,1,9,0,1,2,0,1,0.177,0
3,5,2,19,0,2,1,1,0,0.792,0
0,3,4,21,1,1,0,1,0,0.419,0
2,17,1,19,0,0,3,0,0,0.7,0
1,17,1,20,0,1,5,0,0,0.107,1
0,3,0,12,1,0,4,0,0,0.711,0
3,3,0,13,0,1,1,0,1,0.603,0
2,6,2,16,0,1,4,0,0,0.998,0
1,21,0,9,1,0,1,0,0,0.254,0
2,0,3,13,0,0,3,0,0,0.918,0
2,18,0,14,3,1,3,0,0,0.325,0
2,1,1,12,0,1,3,0,0,0.961,1
2,23,2,15,2,2,3,1,0,0.625,0
2,17,0,6,2,1,0,1,1,0.271,0
1,10,1,19,0,0,2,1,0,0.487,0
3,2,1,13,2,1,2,1,0,0.56,0
2,11,1,11,0,1,2,1,1,0.613,0
3,4,2,17,1,1,3,1,1,0.173,0
2,0,1,15,1,0,1,0,0,0.718,0
2,20,1,13,3,1,0,0,0,0.473,0
2,5,1,24,1,0,3,1,1,0.666,1
2,18,0,16,1,1,3,0,0,0.387,0
2,21,2,15,2,2,1,0,0,0.547,1
2,18,2,13,1,0,1,1,1,0.631,0
2,1,0,20,1,0,4,0,0,0.214,1
1,9,0,14,0,0,0,1,1,0.385,0
2,21,2,23,0,1,2,0,0,0.129,0
1,14,0,21,0,1,2,0,0,0.804,0
2,2,0,12,1,3,3,0,1,0.09,0
3,12,0,21,2,0,0,0,0,0.84,0
0,19,2,17,3,1,2,1,0,0.403,1
2,3,0,11,0,1,2,0,0,0.563,0
2,11,0,16,2,0,1,0,1,0.867,1
2,9,0,12,1,1,3,0,1,0.339,0
2,20,1,14,1,0,1,0,0,0.173,0
2,14,1,16,1,1,1,1,0,0.838,0
2,20,0,14,0,1,4,0,1,0.414,0
2,1,4,18,1,0,3,1,1,0.556,0
2,4,1,11,1,0,1,0,1,0.424,0
3,16,2,19,2,0,3,0,0,0.776,1
3,3,2,14,2,0,1,0,0,0.142,0
2,2,3,12,0,0,2,0,0,0.616,0
2,15,3,16,0,0,3,0,0,0.135,0
3,13,1,7,0,1,6,1,1,0.141,0
1,22,1,14,1,1,2,0,1,0.016,0
2,12,0,18,1,0,2,0,0,0.213,0
2,23,1,19,1,0,1,0,1,0.493,0
2,5,1,15,0,0,3,1,1,0.306,0
2,2,2,7,0,1,1,0,0,0.577,0
2,18,1,23,2,2,2,0,0,0.003,0
3,23,2,14,1,1,2,0,1,0.954,1
2,22,1,9,2,0,2,0,1,0.819,0
2,2,1,17,1,0,2,0,0,0.663,0
2,18,2,11,2,0,7,0,0,0.216,0
3,8,1,18,1,2,1,0,0,0.711,0
2,21,2,23,1,0,1,1,1,0.776,0
2,6,0,17,0,1,3,0,0,0.03,0
2,0,1,17,3,1,2,0,0,0.757,0
2,10,0,16,0,2,3,0,1,0.503,0
3,5,0,12,0,2,0,0,1,0.513,0
2,4,4,12,0,1,2,1,0,0.753,0
2,22,2,14,0,0,4,0,0,0.209,0
2,15,1,17,0,0,3,0,0,0.797,1
2,14,0,17,1,0,2,0,0,0.958,0
1,2,1,17,1,1,3,1,0,0.406,0
2,5,0,15,1,1,4,0,0,0.374,0
2,16,0,11,1,1,3,0,1,0.002,0
3,13,0,8,0,0,2,0,1,0.132,0
0,15,0,18,2,0,1,0,1,0.584,0
2,10,1,13,0,0,1,0,0,0.033,0
2,10,0,12,2,0,1,0,0,0.252,0
2,3,2,15,1,0,2,0,0,0.269,0
3,3,0,17,0,1,0,1,1,0.312,0
2,11,1,21,1,1,2,1,0,0.706,0
3,22,0,18,0,0,2,1,0,0.305,0
2,5,1,12,1,1,3,0,1,0.148,0
2,2,1,21,0,0,1,0,0,0.457,0
2,23,2,20,1,0,3,1,1,0.491,0
3,22,2,15,0,1,4,0,0,0.35,0
2,23,0,22,0,0,5,0,0,0.817,0
1,2,1,20,2,2,3,0,1,0.105,0
2,21,4,16,1,1,2,0,0,0.566,0
2,9,0,11,1,0,2,0,1,0.634,0
2,14,4,15,2,2,4,0,1,0.88,0
2,10,1,17,0,0,2,0,1,0.382,1
2,20,2,8,0,0,0,0,0,0.384,1
2,10,2,11,0,2,1,1,1,0.225,0
0,1,1,16,1,0,5,0,1,0.769,0
3,7,0,12,0,0,1,1,0,0.601,0
0,3,3,9,2,0,3,0,0,0.828,0
1,23,0,24,2,0,5,1,0,0.365,0
2,12,2,13,1,1,5,1,0,0.198,0
2,23,2,22,1,0,2,0,0,0.147,0
2,3,3,17,0,1,1,0,0,0.775,0
3,10,0,8,1,0,1,0,0,0.194,0
2,8,1,19,0,1,3,1,0,0.076,0
1,21,0,14,0,0,6,1,0,0.557,0
1,0,2,14,3,1,2,0,1,0.423,0
2,9,0,14,1,0,0,0,0,0.18,0
